,Yield,BiologicalMaterial01,BiologicalMaterial02,BiologicalMaterial03,BiologicalMaterial04,BiologicalMaterial05,BiologicalMaterial06,BiologicalMaterial07,BiologicalMaterial08,BiologicalMaterial09,BiologicalMaterial10,BiologicalMaterial11,BiologicalMaterial12,ManufacturingProcess01,ManufacturingProcess02,ManufacturingProcess03,ManufacturingProcess04,ManufacturingProcess05,ManufacturingProcess06,ManufacturingProcess07,ManufacturingProcess08,ManufacturingProcess09,ManufacturingProcess10,ManufacturingProcess11,ManufacturingProcess12,ManufacturingProcess13,ManufacturingProcess14,ManufacturingProcess15,ManufacturingProcess16,ManufacturingProcess17,ManufacturingProcess18,ManufacturingProcess19,ManufacturingProcess20,ManufacturingProcess21,ManufacturingProcess22,ManufacturingProcess23,ManufacturingProcess24,ManufacturingProcess25,ManufacturingProcess26,ManufacturingProcess27,ManufacturingProcess28,ManufacturingProcess29,ManufacturingProcess30,ManufacturingProcess31,ManufacturingProcess32,ManufacturingProcess33,ManufacturingProcess34,ManufacturingProcess35,ManufacturingProcess36,ManufacturingProcess37,ManufacturingProcess38,ManufacturingProcess39,ManufacturingProcess40,ManufacturingProcess41,ManufacturingProcess42,ManufacturingProcess43,ManufacturingProcess44,ManufacturingProcess45
85,38.99,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.0,1.55,932.0,994.5,207.8,177.0,177.0,45.45,9.4,9.4,0.0,34.8,4841.0,6048.0,4631.0,34.1,4839.0,6062.0,4631.0,-0.7,3.0,3.0,15.0,4867.0,6082.0,4642.0,10.7,20.2,9.1,70.7,160.0,64.0,2.5,499.0,0.019,1.4,3.0,7.2,0.0,0.0,11.5,1.0,1.9,2.4
86,38.81,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.5,1.55,937.0,989.2,205.2,178.0,178.0,45.52,9.3,9.5,0.0,34.5,4841.0,6052.0,4635.0,33.9,4830.0,6038.0,4618.0,-0.6,4.0,4.0,16.0,4844.0,6067.0,4632.0,10.7,20.1,9.4,70.5,159.0,64.0,2.5,513.0,0.02,0.9,2.0,7.1,0.1,0.1,11.7,1.1,1.8,2.1
87,39.3,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.5,1.55,939.0,983.7,206.4,177.0,177.0,46.1,9.4,9.6,0.0,34.6,4832.0,6035.0,4624.0,34.3,4822.0,6039.0,4617.0,-0.3,5.0,5.0,17.0,4838.0,6053.0,4622.0,10.6,20.0,9.4,70.6,159.0,62.0,2.5,498.0,0.02,1.2,2.0,7.2,0.0,0.0,11.7,1.1,1.9,2.3
88,40.77,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.5,1.54,937.0,960.4,204.8,177.0,178.0,43.52,8.1,8.3,0.0,35.8,4893.0,6028.0,4564.0,35.5,4879.0,6026.0,4556.0,-0.3,7.0,2.0,2.0,4873.0,6023.0,4546.0,10.2,19.5,8.4,72.1,163.0,65.0,2.5,486.0,0.019,0.8,2.0,7.2,0.0,0.0,11.5,1.1,1.9,2.3
89,39.27,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.5,1.55,935.0,954.8,,178.0,178.0,43.52,8.4,8.3,0.0,35.6,4866.0,6005.0,4550.0,35.6,4893.0,6046.0,4569.0,0.0,8.0,3.0,3.0,4897.0,6047.0,4572.0,10.3,19.7,8.1,72.2,157.0,64.0,2.5,493.0,0.02,1.2,2.0,7.2,0.0,0.0,11.3,0.8,1.9,2.1
90,40.06,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.7,1.55,938.0,975.8,205.2,177.0,177.0,44.11,8.4,8.3,0.0,35.4,4874.0,6012.0,4561.0,35.3,4885.0,6046.0,4571.0,-0.1,9.0,4.0,4.0,4885.0,6042.0,4546.0,10.3,19.7,8.3,72.0,158.0,63.0,2.5,478.0,0.019,1.0,2.0,7.2,0.1,0.1,11.6,0.9,1.9,2.5
91,39.17,6.28,54.33,68.3,12.37,15.46,46.72,100.0,17.41,13.28,2.96,143.47,19.85,12.4,22.0,1.54,941.0,1009.1,206.4,178.0,178.0,46.33,8.7,9.2,0.0,34.2,4867.0,6034.0,4588.0,33.8,4835.0,6015.0,4569.0,-0.4,10.0,5.0,5.0,4846.0,6019.0,4572.0,10.3,19.6,9.1,71.3,156.0,62.0,2.5,522.0,0.021,0.8,3.0,7.2,0.0,0.0,11.6,1.1,1.8,2.2
92,39.98,7.33,56.87,70.17,14.2,20.16,49.06,100.0,18.01,13.34,3.62,147.63,19.77,9.9,21.5,1.54,933.0,992.6,205.9,177.0,177.0,45.69,8.4,9.1,0.0,35.3,4896.0,6062.0,4614.0,34.5,4844.0,6021.0,4583.0,-0.8,11.0,6.0,6.0,4870.0,6054.0,4595.0,10.5,19.9,8.8,71.3,154.0,60.0,2.5,492.0,0.02,1.1,2.0,7.2,0.0,0.0,11.5,0.9,1.8,2.0
93,39.91,7.22,57.32,71.02,14.05,19.16,49.21,100.0,18.02,13.43,3.52,148.07,19.87,10.0,21.5,1.55,937.0,1003.7,205.0,178.0,178.0,44.22,8.6,8.9,0.0,35.6,4848.0,6005.0,4559.0,35.6,4866.0,6028.0,4579.0,0.0,1.0,1.0,7.0,4887.0,6056.0,4575.0,10.4,19.8,8.4,71.8,158.0,63.0,2.5,491.0,0.019,0.9,2.0,7.2,0.0,0.0,11.9,0.9,1.9,2.5
94,40.77,6.19,53.59,66.4,11.99,18.73,47.41,100.0,17.04,12.58,2.45,146.2,19.83,9.1,21.5,1.53,931.0,1006.1,206.8,178.0,177.0,45.49,9.1,8.9,0.0,35.2,4839.0,6020.0,4559.0,35.2,4849.0,6024.0,4576.0,0.0,3.0,3.0,9.0,4872.0,6054.0,4566.0,10.5,19.9,8.8,71.4,164.0,66.0,2.5,490.0,0.019,1.0,2.0,7.2,0.1,0.1,11.8,0.8,1.9,2.3
95,39.86,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,22.0,1.53,934.0,1001.0,204.8,177.0,177.0,44.09,8.8,8.7,0.0,35.3,4853.0,6021.0,4566.0,35.3,4864.0,6043.0,4582.0,0.0,4.0,4.0,10.0,4889.0,6070.0,4590.0,10.5,20.0,8.5,71.6,160.0,64.0,2.5,482.0,0.019,1.0,2.0,7.2,0.0,0.0,11.6,0.8,1.9,2.2
96,40.03,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,22.0,1.54,937.0,994.9,205.0,178.0,178.0,44.56,9.3,9.0,0.0,35.2,4815.0,5991.0,4541.0,35.2,4834.0,6008.0,4555.0,0.0,5.0,5.0,11.0,4862.0,6040.0,4562.0,10.4,19.7,8.8,71.5,159.0,64.0,2.5,499.0,0.02,0.7,2.0,7.2,0.0,0.0,11.6,0.9,2.0,2.1
97,40.81,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,20.9,1.55,933.0,1001.3,205.2,177.0,177.0,45.14,9.1,,0.0,35.1,4834.0,6022.0,4560.0,34.8,4859.0,6030.0,4568.0,-0.3,6.0,6.0,12.0,4869.0,6050.0,4574.0,10.5,19.9,8.8,71.3,160.0,64.0,2.5,493.0,0.019,0.9,2.0,7.3,0.0,0.0,11.5,0.9,1.9,2.1
98,37.94,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,22.0,1.54,934.0,1004.3,205.0,177.0,178.0,43.73,11.4,8.7,0.0,34.3,4701.0,5914.0,4579.0,35.7,4911.0,6124.0,4705.0,1.4,2.0,2.0,14.0,4923.0,6137.0,4710.0,11.0,20.7,8.6,70.7,154.0,63.0,2.4,490.0,0.02,0.8,3.0,7.2,0.1,0.1,11.7,1.1,1.9,2.2
99,37.73,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,21.0,1.55,934.0,1008.1,204.6,178.0,177.0,44.35,8.7,9.2,0.0,35.3,4895.0,6079.0,4670.0,34.3,4850.0,6022.0,4634.0,-1.0,3.0,3.0,15.0,4855.0,6046.0,4644.0,10.5,19.9,9.2,70.9,151.0,60.0,2.5,491.0,0.02,1.3,2.0,7.2,0.0,0.0,11.5,0.9,1.9,2.3
100,37.3,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,21.5,1.53,937.0,1004.8,206.6,177.0,177.0,44.13,8.9,9.3,0.0,35.3,4865.0,6037.0,4651.0,34.8,4839.0,6003.0,4619.0,-0.5,4.0,4.0,16.0,4856.0,6041.0,4634.0,10.4,19.9,9.1,71.1,150.0,60.0,2.5,486.0,0.02,1.6,2.0,7.2,0.0,0.0,11.5,0.8,1.9,2.3
101,37.86,6.01,51.83,63.8,11.22,19.69,44.57,100.0,17.09,12.57,2.55,143.07,19.47,11.8,21.9,1.54,937.0,992.8,204.6,178.0,178.0,43.49,8.8,9.0,0.0,35.4,4864.0,6025.0,4607.0,35.0,4847.0,6024.0,4614.0,-0.4,5.0,5.0,17.0,4865.0,6041.0,4606.0,10.4,19.7,8.8,71.4,154.0,62.0,2.5,507.0,0.021,0.8,3.0,7.2,0.0,0.0,11.6,1.1,1.8,2.3
102,38.05,5.89,51.28,64.04,9.99,16.9,44.74,100.0,16.79,13.04,2.33,142.66,19.67,12.3,21.7,1.55,936.0,974.0,206.4,177.0,177.0,42.66,8.9,8.7,0.0,35.5,4838.0,5997.0,4571.0,35.5,4855.0,6021.0,4584.0,0.0,6.0,6.0,18.0,4886.0,6051.0,4594.0,10.3,19.7,8.3,72.0,157.0,63.0,2.5,498.0,0.02,1.3,3.0,7.2,0.0,0.0,11.4,1.0,1.8,2.4
103,37.87,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,21.6,1.55,937.0,987.7,206.6,178.0,178.0,43.58,8.7,9.1,0.0,35.3,4861.0,6020.0,4611.0,34.9,4837.0,6007.0,4593.0,-0.4,7.0,1.0,1.0,4845.0,6019.0,4590.0,10.2,19.6,9.0,71.4,156.0,62.0,2.5,496.0,0.02,0.7,3.0,7.3,0.1,0.1,11.8,0.6,1.9,2.1
104,38.6,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,21.8,1.55,936.0,987.9,205.5,177.0,177.0,44.7,9.3,9.1,0.0,35.2,4816.0,5983.0,4579.0,35.2,4834.0,5997.0,4583.0,0.0,8.0,2.0,2.0,4841.0,6010.0,4583.0,10.2,19.5,9.1,71.4,155.0,62.0,2.5,481.0,0.019,1.0,2.0,6.9,0.0,0.0,11.7,0.8,1.9,2.0
105,38.44,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,20.8,1.55,933.0,986.6,205.5,178.0,178.0,44.23,8.7,9.0,0.0,35.2,4873.0,6031.0,4606.0,34.8,4846.0,6014.0,4595.0,-0.4,9.0,3.0,3.0,4853.0,6027.0,4605.0,0.0,19.7,9.0,71.4,156.0,62.0,2.5,493.0,0.02,0.5,3.0,7.1,0.0,0.0,11.9,0.8,1.9,2.3
106,39.42,5.79,53.96,66.53,10.4,18.26,47.57,100.0,17.24,12.99,2.16,146.64,20.57,9.8,22.0,1.54,932.0,992.3,208.4,177.0,177.0,45.61,9.0,8.9,0.0,35.1,4843.0,6016.0,4564.0,35.1,4850.0,6016.0,4569.0,0.0,10.0,4.0,4.0,4857.0,6036.0,4577.0,0.0,19.7,8.9,71.5,156.0,63.0,2.5,495.0,0.02,1.4,3.0,7.0,0.0,0.0,11.7,0.8,1.9,1.9
107,39.75,5.79,53.96,66.53,10.4,18.26,47.57,100.0,17.24,12.99,2.16,146.64,20.57,9.8,21.9,1.5,934.0,987.9,208.9,178.0,178.0,45.99,9.4,9.3,0.0,34.7,4807.0,5967.0,4536.0,34.7,4819.0,5997.0,4544.0,0.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,62.0,2.5,485.0,0.019,0.7,3.0,7.0,0.0,0.0,11.6,0.8,1.9,2.4
108,39.51,5.79,53.96,66.53,10.4,18.26,47.57,100.0,17.24,12.99,2.16,146.64,20.57,9.8,22.4,1.48,937.0,994.3,211.4,177.0,177.0,46.01,9.0,8.9,0.0,35.0,4839.0,6013.0,4561.0,35.0,4856.0,6032.0,4571.0,0.0,12.0,6.0,6.0,4859.0,6037.0,4590.0,0.0,19.7,8.8,71.5,155.0,62.0,2.5,491.0,0.02,1.5,2.0,7.1,0.0,0.1,11.7,0.8,1.9,1.9
109,38.35,5.94,51.27,63.54,10.48,17.72,44.43,100.0,17.13,13.0,2.52,143.19,19.69,11.7,22.0,1.52,940.0,980.3,205.2,178.0,178.0,43.75,9.6,9.4,0.0,35.1,4793.0,5953.0,4550.0,35.4,4808.0,5972.0,4551.0,0.3,1.0,1.0,7.0,4854.0,6013.0,4594.0,0.0,19.5,8.9,71.6,155.0,63.0,2.5,510.0,0.021,0.6,3.0,7.3,0.0,0.0,11.5,0.9,1.8,2.4
110,40.38,6.4,58.73,71.51,12.29,17.09,50.62,100.0,17.44,13.1,2.58,147.66,20.25,11.4,20.5,1.57,929.0,976.0,204.8,178.0,177.0,43.75,9.5,7.9,0.0,35.2,4783.0,5932.0,4485.0,35.7,4935.0,6105.0,4602.0,0.5,3.0,3.0,9.0,4912.0,6080.0,4572.0,0.0,19.9,8.0,72.1,162.0,65.0,2.5,494.0,0.019,0.7,2.0,7.0,0.0,0.0,11.6,1.7,1.8,2.2
111,40.19,6.4,58.73,71.51,12.29,17.09,50.62,100.0,17.44,13.1,2.58,147.66,20.25,11.4,22.2,1.54,937.0,994.1,208.9,177.0,177.0,44.64,7.8,8.7,0.0,35.9,4937.0,6098.0,4602.0,34.7,4845.0,6014.0,4533.0,-1.2,4.0,4.0,10.0,4859.0,6011.0,4535.0,0.0,19.3,8.6,72.1,158.0,63.0,2.5,488.0,0.019,0.7,3.0,7.0,0.0,0.0,11.3,1.2,1.9,2.3
112,39.96,6.4,58.73,71.51,12.29,17.09,50.62,100.0,17.44,13.1,2.58,147.66,20.25,11.4,22.3,1.53,936.0,983.2,213.7,178.0,178.0,43.84,8.1,8.7,0.0,35.7,4896.0,6050.0,4559.0,35.0,4849.0,6010.0,4536.0,-0.7,5.0,5.0,11.0,4871.0,6027.0,4544.0,0.0,19.5,8.4,72.1,160.0,64.0,2.5,497.0,0.019,0.9,2.0,7.0,0.1,0.1,11.3,0.9,1.8,2.3
113,39.79,6.1,56.36,69.52,11.71,16.35,49.1,100.0,17.15,12.99,2.44,146.29,20.16,11.7,22.0,1.51,935.0,981.6,204.3,177.0,177.0,43.37,7.8,8.1,0.0,36.2,4936.0,6076.0,4602.0,35.3,4887.0,6033.0,4567.0,-0.9,6.0,6.0,12.0,4884.0,6037.0,4563.0,0.0,19.5,8.2,72.3,161.0,65.0,2.5,500.0,0.019,0.7,3.0,7.1,0.0,0.0,11.4,1.1,1.8,2.3
114,41.86,5.78,53.7,67.22,11.17,15.44,47.33,100.0,16.76,12.81,2.3,144.34,19.95,12.0,21.2,1.55,942.0,992.0,204.1,177.0,177.0,44.94,9.1,9.0,0.0,34.7,4808.0,5941.0,4504.0,35.1,4822.0,5959.0,4526.0,0.4,7.0,1.0,13.0,4848.0,5976.0,4524.0,0.0,19.2,8.7,72.1,163.0,65.0,2.5,492.0,0.019,1.3,3.0,7.1,0.0,0.0,11.8,0.5,1.9,2.3
115,42.15,6.15,53.06,70.29,11.87,16.59,49.97,100.0,16.78,12.63,2.31,144.75,19.94,12.3,21.1,1.54,934.0,980.0,206.4,178.0,178.0,43.12,8.3,8.3,0.0,35.2,4880.0,6031.0,4567.0,35.2,4877.0,6035.0,4570.0,0.0,8.0,2.0,14.0,4902.0,6060.0,4566.0,0.0,19.9,8.1,72.0,167.0,68.0,2.5,501.0,0.019,0.4,3.0,7.2,0.0,0.0,11.8,0.6,1.9,2.2
116,43.88,6.4,52.62,72.39,12.34,17.38,51.77,100.0,16.8,12.51,2.32,145.03,19.93,12.5,21.0,1.55,938.0,997.8,205.7,177.0,177.0,45.23,8.5,9.1,0.0,34.9,4879.0,6047.0,4564.0,34.4,4827.0,6000.0,4535.0,-0.5,1.0,1.0,15.0,4858.0,6029.0,4546.0,0.0,19.6,8.8,71.6,163.0,65.0,2.5,495.0,0.019,1.0,3.0,6.9,0.0,0.0,11.8,0.7,1.9,2.2
117,39.58,5.6,51.45,63.44,10.5,19.17,45.06,100.0,16.83,12.53,2.27,142.9,19.64,11.4,21.0,1.55,934.0,991.9,205.0,178.0,177.0,44.1,8.8,9.2,0.0,35.1,4869.0,6037.0,4622.0,34.7,4835.0,5999.0,4585.0,-0.4,2.0,2.0,16.0,4857.0,6032.0,4598.0,0.0,19.7,9.0,71.3,153.0,61.0,2.5,500.0,0.02,0.9,3.0,7.0,0.1,0.1,11.7,0.8,1.9,2.0
118,40.19,5.6,51.45,63.44,10.5,19.17,45.06,100.0,16.83,12.53,2.27,142.9,19.64,11.4,20.9,1.54,934.0,986.1,204.1,177.0,178.0,43.92,9.0,9.1,0.0,35.1,4849.0,6011.0,4584.0,35.0,4844.0,6013.0,4589.0,-0.1,3.0,3.0,17.0,4863.0,6036.0,4608.0,0.0,19.7,8.9,71.4,156.0,61.0,2.6,501.0,0.02,0.7,2.0,7.1,0.0,0.0,11.6,0.8,1.7,2.4
119,39.84,5.6,51.45,63.44,10.5,19.17,45.06,100.0,16.83,12.53,2.27,142.9,19.64,11.4,21.1,1.55,935.0,923.0,204.8,178.0,178.0,43.26,8.7,8.6,0.0,35.6,4876.0,6040.0,4598.0,35.2,4880.0,6037.0,4611.0,-0.4,4.0,4.0,18.0,4873.0,6043.0,4601.0,0.0,19.8,8.7,71.5,157.0,61.0,2.6,497.0,0.02,0.5,3.0,6.9,0.0,0.0,11.9,0.5,1.9,2.2
120,40.59,5.43,49.1,62.08,10.11,19.09,44.45,100.0,16.54,12.21,2.11,141.49,19.46,12.0,21.2,1.55,935.0,1003.2,206.8,177.0,177.0,45.63,9.0,9.6,0.0,34.7,4872.0,6060.0,4633.0,34.1,4828.0,6015.0,4592.0,-0.6,5.0,5.0,19.0,4844.0,6055.0,4617.0,0.0,20.0,9.4,70.6,149.0,59.0,2.6,486.0,0.02,1.1,3.0,6.9,0.0,0.0,11.6,0.5,1.7,1.9
121,40.66,6.02,50.01,60.82,11.79,19.43,43.24,100.0,17.54,12.61,3.08,142.33,19.17,12.3,21.5,1.55,939.0,995.2,205.7,178.0,178.0,46.51,9.8,10.1,0.0,33.9,4839.0,6053.0,4654.0,33.1,4806.0,6022.0,4623.0,-0.8,6.0,6.0,20.0,4825.0,6053.0,4657.0,0.0,20.2,10.0,69.9,146.0,56.0,2.6,499.0,0.021,0.5,2.0,7.0,0.0,0.0,11.8,0.5,1.8,2.1
122,42.58,6.03,52.58,65.05,11.45,19.11,46.06,100.0,17.23,12.84,2.67,145.08,19.74,11.3,21.2,1.55,936.0,991.8,208.2,177.0,178.0,45.85,8.8,9.7,0.0,34.9,4882.0,6056.0,4600.0,33.9,4814.0,6004.0,4580.0,-1.0,7.0,1.0,1.0,4820.0,6022.0,4585.0,0.0,19.8,9.6,70.6,159.0,64.0,2.5,489.0,0.019,0.9,2.0,7.1,0.1,0.2,11.5,0.5,1.9,2.2
123,43.42,6.08,52.89,66.72,11.23,19.06,47.29,100.0,17.03,12.96,2.49,147.33,20.04,11.2,20.8,1.55,935.0,994.7,207.3,178.0,178.0,46.95,8.9,9.8,0.0,34.3,4878.0,6072.0,4614.0,33.2,4811.0,6018.0,4567.0,-1.1,8.0,2.0,2.0,4824.0,6045.0,4578.0,0.0,20.0,9.7,70.3,160.0,64.0,2.6,481.0,0.019,0.7,2.0,7.1,0.0,0.0,11.6,0.7,1.8,2.2
124,41.45,5.76,52.73,63.88,10.59,20.49,47.29,100.0,17.7,12.48,2.23,150.39,20.62,12.1,20.9,1.54,934.0,996.9,207.3,177.0,178.0,47.21,10.0,10.2,0.0,33.7,4812.0,6032.0,4626.0,33.2,4797.0,6019.0,4611.0,-0.5,9.0,3.0,3.0,4809.0,6057.0,4623.0,0.0,20.2,10.1,69.7,151.0,58.0,2.5,498.0,0.021,1.1,3.0,7.1,0.0,0.0,11.5,0.6,1.9,2.2
125,41.31,5.79,52.7,64.33,10.7,20.09,47.21,100.0,17.54,12.55,2.27,149.52,20.48,11.9,21.2,1.55,935.0,996.5,209.1,178.0,178.0,46.23,9.3,10.0,0.0,34.4,4859.0,6063.0,4635.0,33.3,4804.0,6024.0,4601.0,-1.1,10.0,4.0,4.0,4820.0,6050.0,4606.0,0.0,20.1,9.9,70.1,154.0,60.0,2.5,505.0,0.02,0.7,3.0,7.0,0.0,0.0,11.5,0.7,1.9,2.1
126,42.28,6.23,52.95,66.71,12.75,16.31,45.84,100.0,16.7,12.75,2.98,140.93,19.1,11.4,21.3,1.54,939.0,987.3,211.4,177.0,178.0,45.71,8.1,9.1,0.0,35.0,4905.0,6061.0,4595.0,33.8,4820.0,5982.0,4529.0,-1.2,11.0,5.0,5.0,4829.0,6009.0,4534.0,0.0,19.5,9.1,71.4,160.0,63.0,2.5,507.0,0.02,1.0,3.0,7.2,0.0,0.0,11.4,0.6,1.9,2.2
127,41.62,6.23,52.95,66.71,12.75,16.31,45.84,100.0,16.7,12.75,2.98,140.93,19.1,11.4,21.3,1.55,939.0,981.9,205.7,178.0,178.0,44.99,8.3,8.8,0.0,34.8,4883.0,6030.0,4577.0,34.2,4855.0,6024.0,4558.0,-0.6,12.0,6.0,6.0,4862.0,6035.0,4564.0,0.0,19.7,8.8,71.6,160.0,66.0,2.4,502.0,0.02,0.7,2.0,7.2,0.1,0.1,11.4,0.7,1.9,2.0
128,42.73,6.23,52.95,66.71,12.75,16.31,45.84,100.0,16.7,12.75,2.98,140.93,19.1,11.4,21.4,1.54,941.0,990.0,207.1,177.0,178.0,45.62,8.2,9.4,0.0,35.2,4903.0,6056.0,4550.0,34.1,4805.0,5955.0,4496.0,-1.1,1.0,1.0,7.0,4832.0,5990.0,4533.0,0.0,19.3,9.1,71.6,162.0,65.0,2.5,500.0,0.019,0.4,2.0,7.0,0.0,0.0,11.7,0.5,2.0,2.2
129,41.66,6.26,55.94,69.22,12.07,18.08,48.92,100.0,17.56,13.14,2.6,148.53,20.45,12.2,21.5,1.55,939.0,1004.4,206.4,178.0,178.0,46.67,9.1,10.1,0.0,33.8,4853.0,6027.0,4544.0,33.4,4777.0,5962.0,4509.0,-0.4,2.0,2.0,8.0,4856.0,6058.0,4580.0,0.0,20.0,9.1,70.9,158.0,64.0,2.5,516.0,0.02,0.8,3.0,7.0,0.0,0.0,11.4,0.5,1.9,2.3
